work_id,work_name,source_file,is_spell,sentence_number,question_type,category,question,option_A,option_B,option_C,option_D,correct_answer,correct_term,original_sentence
T0268,《大廣博嚴淨不退轉法輪經》,T0268_002.txt,False,4,cloze,教義概念,菩薩摩訶薩，於佛正法終不退轉，受持佛法為他宣說終不毀犯，於不可思議OOOO，應當逮得如是等法，堅心受持而無怯弱。,,,,,真如法界,真如法界,菩薩摩訶薩，於佛正法終不退轉，受持佛法為他宣說終不毀犯，於不可思議真如法界，應當逮得如是等法，堅心受持而無怯弱。
T0268,《大廣博嚴淨不退轉法輪經》,T0268_002.txt,False,5,cloze,專有名詞,OOOOO，令無量無邊阿僧祇眾生信佛知見，信佛知見已，不著色不著受、想、行、識，以不著色不著受、想、行、識故，是OOOOO名為堅法。,,,,,菩薩摩訶薩,菩薩摩訶薩,菩薩摩訶薩，令無量無邊阿僧祇眾生信佛知見，信佛知見已，不著色不著受、想、行、識，以不著色不著受、想、行、識故，是菩薩摩訶薩名為堅法。
T0279,《大方廣佛華嚴經》(80卷本),T0279-001-004.txt,False,1,multiple_choice,專有名詞,OOOO功德大海，咸入其身。,一切如來,金剛力士,阿鼻地獄,般遮于瑟,A,一切如來,一切如來功德大海，咸入其身。
T0279,《大方廣佛華嚴經》(80卷本),T0279-001-004.txt,False,2,multiple_choice,教義概念,慧眼明徹，等觀三世；於諸OO，具足清淨。,坐禪,善根,僧殘,三昧,D,三昧,慧眼明徹，等觀三世；於諸三昧，具足清淨。
T0279,《大方廣佛華嚴經》(80卷本),T0279-001-004.txt,False,3,cloze,教義概念,佛身OOOOO，光明照耀遍世間，無相無行無影像，譬如空雲如是見。,,,,,清淨常寂滅,清淨常寂滅,佛身清淨常寂滅，光明照耀遍世間，無相無行無影像，譬如空雲如是見。
T0279,《大方廣佛華嚴經》(80卷本),T0279-001-004.txt,False,4,cloze,教義概念,其身充滿一切世間，其音普順OOOO。,,,,,十方國土,十方國土,其身充滿一切世間，其音普順十方國土。
T0279,《大方廣佛華嚴經》(80卷本),T0279-001-004.txt,False,5,cloze,專有名詞,此諸菩薩，往昔皆與OOOOOO共集善根，修菩薩行。,,,,,毘盧遮那如來,毘盧遮那如來,此諸菩薩，往昔皆與毘盧遮那如來共集善根，修菩薩行。
T1509,《大智度論》,T1509_001.txt,False,1,multiple_choice,教義概念,OOO不受，是見亦不受。,南無佛,菩提心,蓮華族,一切法,D,一切法,一切法不受，是見亦不受。
T1509,《大智度論》,T1509_001.txt,False,2,multiple_choice,教義概念,過一切語言道，OOOO，遍無所依，不示諸法。,降伏諸魔,發菩提心,樂說無礙,心行處滅,D,心行處滅,過一切語言道，心行處滅，遍無所依，不示諸法。
T1509,《大智度論》,T1509_001.txt,False,3,cloze,教義概念,有業亦有果，無OOOO，此第一甚深，是法佛能見。,,,,,作業果者,作業果者,有業亦有果，無作業果者，此第一甚深，是法佛能見。
T1509,《大智度論》,T1509_001.txt,False,4,cloze,教義概念,OOOO，信為能入，智為能度。,,,,,佛法大海,佛法大海,佛法大海，信為能入，智為能度。
T1509,《大智度論》,T1509_001.txt,False,5,cloze,教義概念,有四種悉檀：一者、世界悉檀，二者、各各為人悉檀，三者、對治悉檀，四者、OOOOO。,,,,,第一義悉檀,第一義悉檀,有四種悉檀：一者、世界悉檀，二者、各各為人悉檀，三者、對治悉檀，四者、第一義悉檀。
T0374,《大般涅槃經》,T0374-001-040.txt,False,1,multiple_choice,數字術語,一切眾生悉有佛性，以佛性故，眾生身中即有十力、OOOO、八十種好。,身口意業,三十二相,三解脫門,二十八宿,B,三十二相,一切眾生悉有佛性，以佛性故，眾生身中即有十力、三十二相、八十種好。
T0374,《大般涅槃經》,T0374-001-040.txt,False,2,multiple_choice,教義概念,善男子！OO無生、無滅、無去、無來，非過去、非未來、非現在，非因、所作、非無因作，非作、非作者，非相、非無相，非有名、非無名，非名、非色、非長、非短、非陰界入之所攝持，是故名常。,出家,佛性,持誦,因緣,B,佛性,善男子！佛性無生、無滅、無去、無來，非過去、非未來、非現在，非因、所作、非無因作，非作、非作者，非相、非無相，非有名、非無名，非名、非色、非長、非短、非陰界入之所攝持，是故名常。
T0374,《大般涅槃經》,T0374_004_004.txt,False,3,cloze,教義概念,夫食肉者，斷OOO。,,,,,大慈種,大慈種,夫食肉者，斷大慈種。
T0374,《大般涅槃經》,T0374_004_004.txt,False,4,cloze,教義概念,善男子！從今日始，不聽OOOO食肉，若受檀越信施之時，應觀是食如子肉想。,,,,,聲聞弟子,聲聞弟子,善男子！從今日始，不聽聲聞弟子食肉，若受檀越信施之時，應觀是食如子肉想。
T0374,《大般涅槃經》,T0374-001-040.txt,False,5,cloze,教義概念,我者即是佛義，常者是OO義，樂者是涅槃義，淨者是法義。,,,,,法身,法身,我者即是佛義，常者是法身義，樂者是涅槃義，淨者是法義。
T0220,《大般若波羅蜜多經》,T0220-001-040.txt,False,1,multiple_choice,教義概念,"色不異空,空不異色,OOOO,空即是色",佛頂光聚,金剛三昧,色即是空,無生無滅,C,色即是空,"色不異空,空不異色,色即是空,空即是色"
T0220,《大般若波羅蜜多經》,T0220_402_003.txt,False,2,multiple_choice,教義概念,色OOO，不由空故。色空非色，色不離空，空不離色，色即是空，空即是色。,慈悲心,心解脫,突吉羅,自性空,D,自性空,色自性空，不由空故。色空非色，色不離空，空不離色，色即是空，空即是色。
T0220,《大般若波羅蜜多經》,T0220-001-040.txt,False,3,cloze,教義概念,舍利子！諸菩薩摩訶薩修行OOOOOO，與如是法相應故，當言與般若波羅蜜多相應。,,,,,般若波羅蜜多,般若波羅蜜多,舍利子！諸菩薩摩訶薩修行般若波羅蜜多，與如是法相應故，當言與般若波羅蜜多相應。
T0220,《大般若波羅蜜多經》,T0220_402_003.txt,False,4,cloze,教義概念,菩薩摩訶薩修行OOOOOO時，應如是觀：『實有菩薩不見有菩薩，不見菩薩名；不見OOOOOO，不見OOOOOO名；不見行，不見不行。』,,,,,般若波羅蜜多,般若波羅蜜多,菩薩摩訶薩修行般若波羅蜜多時，應如是觀：『實有菩薩不見有菩薩，不見菩薩名；不見般若波羅蜜多，不見般若波羅蜜多名；不見行，不見不行。』
T0220,《大般若波羅蜜多經》,T0220-001-040.txt,False,5,cloze,教義概念,諸菩薩摩訶薩修行OOOOOO時，若菩薩摩訶薩、若OOOOOO，若此二名，俱不見在有為界中，亦不見在無為界中。,,,,,般若波羅蜜多,般若波羅蜜多,諸菩薩摩訶薩修行般若波羅蜜多時，若菩薩摩訶薩、若般若波羅蜜多，若此二名，俱不見在有為界中，亦不見在無為界中。
T0262,《妙法蓮華經》,T0262-001-007.txt,False,1,multiple_choice,專有名詞,若人散亂心，入於塔廟中，一稱OOO，皆已成佛道,南無佛,涅槃經,菩薩僧,金剛際,A,南無佛,若人散亂心，入於塔廟中，一稱南無佛，皆已成佛道
T0262,《妙法蓮華經》,T0262-001-007.txt,False,2,multiple_choice,數字術語,自我得佛來，所經諸劫數，無量百千萬，億載OOO,七如來,八正道,阿僧祇,四大畏,C,阿僧祇,自我得佛來，所經諸劫數，無量百千萬，億載阿僧祇
T0262,《妙法蓮華經》,T0262-001-007.txt,False,3,cloze,教義概念,OOOO中，尚無二乘，何況有三,,,,,十方世界,十方世界,十方世界中，尚無二乘，何況有三
T0262,《妙法蓮華經》,T0262-001-007.txt,False,4,cloze,教義概念,唯佛與佛乃能究盡OOOO，所謂諸法如是相，如是性，如是體，如是力，如是作，如是因，如是緣，如是果，如是報，如是本末究竟等,,,,,諸法實相,諸法實相,唯佛與佛乃能究盡諸法實相，所謂諸法如是相，如是性，如是體，如是力，如是作，如是因，如是緣，如是果，如是報，如是本末究竟等
T0262,《妙法蓮華經》,T0262-001-007.txt,False,5,cloze,教義概念,諸佛世尊唯以OOOOO故出現於世,,,,,一大事因緣,一大事因緣,諸佛世尊唯以一大事因緣故出現於世
T1910,《慈悲三昧水懺》,T1910_001.txt,False,1,multiple_choice,教義概念,何等為七。一者慚愧。二者恐怖。三者厭離。四者發OOO。五者怨親平等。六者念報佛恩。七者觀罪性空。,阿羅漢,菩提心,三摩地,不淨觀,B,菩提心,何等為七。一者慚愧。二者恐怖。三者厭離。四者發菩提心。五者怨親平等。六者念報佛恩。七者觀罪性空。
T1910,《慈悲三昧水懺》,T1910_001.txt,False,2,multiple_choice,教義概念,第七觀罪性空者罪無自性從OOO。顛倒而有。既從因緣而生。則可從因緣而滅。,因緣生,入涅槃,金剛族,次第緣,A,因緣生,第七觀罪性空者罪無自性從因緣生。顛倒而有。既從因緣而生。則可從因緣而滅。
T1910,《慈悲三昧水懺》,T1910_001.txt,False,3,cloze,教義概念,所言OO者一曰煩惱。二名為業。三是果報。此三種法更相由藉。因煩惱故所以起諸惡業。惡業因緣故得苦果。,,,,,三障,三障,所言三障者一曰煩惱。二名為業。三是果報。此三種法更相由藉。因煩惱故所以起諸惡業。惡業因緣故得苦果。
T1910,《慈悲三昧水懺》,T1910_001.txt,False,4,cloze,教義概念,是故經言。OOO業能令眾生墮於地獄餓鬼畜生受苦。若生人中得貧窮孤露兇很頑鈍。,,,,,貪瞋癡,貪瞋癡,是故經言。貪瞋癡業能令眾生墮於地獄餓鬼畜生受苦。若生人中得貧窮孤露兇很頑鈍。
T1910,《慈悲三昧水懺》,T1910_001.txt,False,5,cloze,教義概念,意業有三。一者慳貪。二者瞋恚。三者癡闇。由癡闇故起OOO造諸不善。,,,,,諸邪見,諸邪見,意業有三。一者慳貪。二者瞋恚。三者癡闇。由癡闇故起諸邪見造諸不善。
T1909,《慈悲道場懺法》(梁皇寶懺),T1909_001.txt,False,1,multiple_choice,教義概念,罪從OO生。亦從OO滅。,佛身,解脫,業報,因緣,D,因緣,罪從因緣生。亦從因緣滅。
T1909,《慈悲道場懺法》(梁皇寶懺),T1909_001.txt,False,2,multiple_choice,教義概念,父母念兒慈止一世。佛念眾生OOOO。,不可思議,無生無滅,慈心無盡,受、不受,C,慈心無盡,父母念兒慈止一世。佛念眾生慈心無盡。
T1909,《慈悲道場懺法》(梁皇寶懺),T1909_001.txt,False,3,cloze,教義概念,立此懺法。并發大心。有OOOOO。,,,,,十二大因緣,十二大因緣,立此懺法。并發大心。有十二大因緣。
T1909,《慈悲道場懺法》(梁皇寶懺),T1909_001.txt,False,4,cloze,專有名詞,OOOO。有無限齊大悲。度脫世間。有無限齊大慈。安慰世間。念一切眾生猶如一子。,,,,,諸佛菩薩,諸佛菩薩,諸佛菩薩。有無限齊大悲。度脫世間。有無限齊大慈。安慰世間。念一切眾生猶如一子。
T1909,《慈悲道場懺法》(梁皇寶懺),T1909_001.txt,False,5,cloze,數字術語,依身口意行OOO。身殺盜婬。口妄言綺語兩舌惡罵。意貪瞋癡。,,,,,十惡業,十惡業,依身口意行十惡業。身殺盜婬。口妄言綺語兩舌惡罵。意貪瞋癡。
T2011,《最上乘論》,T2011_001.txt,False,1,multiple_choice,教義概念,眾生身中有OOOO。猶如日輪體明圓滿廣大無邊。只為五陰黑雲之所覆。,幽冥眾生,受想行識,金剛佛性,無染無淨,C,金剛佛性,眾生身中有金剛佛性。猶如日輪體明圓滿廣大無邊。只為五陰黑雲之所覆。
T2011,《最上乘論》,T2011_001.txt,False,2,multiple_choice,教義概念,妄想斷故則具正念。正念具故OOO生。,佛功德,三摩地,寂照智,菩提心,C,寂照智,妄想斷故則具正念。正念具故寂照智生。
T2011,《最上乘論》,T2011_001.txt,False,3,cloze,數字術語,守本真心是涅槃之根本入道之要門。OOOO之宗三世諸佛之祖。,,,,,十二部經,十二部經,守本真心是涅槃之根本入道之要門。十二部經之宗三世諸佛之祖。
T2011,《最上乘論》,T2011_001.txt,False,4,cloze,專有名詞,OOOO以自心為本師。,,,,,三世諸佛,三世諸佛,三世諸佛以自心為本師。
T2011,《最上乘論》,T2011_001.txt,False,5,cloze,教義概念,但能凝然守心。妄念不生。OOO自然顯現。,,,,,涅槃法,涅槃法,但能凝然守心。妄念不生。涅槃法自然顯現。
T1484,《梵網經菩薩戒本》(《佛說梵網經》下卷),T1484_002.txt,False,1,multiple_choice,教義概念,孝順父母、師僧、OO，孝順至道之法，孝名為戒，亦名制止。,如來,涅槃,三寶,華報,C,三寶,孝順父母、師僧、三寶，孝順至道之法，孝名為戒，亦名制止。
T1484,《梵網經菩薩戒本》(《佛說梵網經》下卷),T1484_002.txt,False,2,multiple_choice,教義概念,若有犯者，不得現身發OOO，亦失國王位轉輪王位，亦失比丘、比丘尼位，亦失十發趣、十長養、十金剛、十地佛性常住妙果，一切皆失。,斯陀含,菩提心,方便智,不退地,B,菩提心,若有犯者，不得現身發菩提心，亦失國王位轉輪王位，亦失比丘、比丘尼位，亦失十發趣、十長養、十金剛、十地佛性常住妙果，一切皆失。
T1484,《梵網經菩薩戒本》(《佛說梵網經》下卷),T1484_002.txt,False,3,cloze,教義概念,眾生受佛戒，即入諸佛位。位同OO已，真是諸佛子。,,,,,大覺,大覺,眾生受佛戒，即入諸佛位。位同大覺已，真是諸佛子。
T1484,《梵網經菩薩戒本》(《佛說梵網經》下卷),T1484_002.txt,False,4,cloze,教義概念,七逆者，出佛身血、殺父、殺母、殺和上、殺阿闍梨、破OOOOOO、殺聖人。,,,,,羯磨轉法輪僧,羯磨轉法輪僧,七逆者，出佛身血、殺父、殺母、殺和上、殺阿闍梨、破羯磨轉法輪僧、殺聖人。
T1484,《梵網經菩薩戒本》(《佛說梵網經》下卷),T1484_002.txt,False,5,cloze,教義概念,一切眾生皆有OO，一切意識色心是情是心，皆入OO戒中，當當常有因故，有當當常住法身。,,,,,佛性,佛性,一切眾生皆有佛性，一切意識色心是情是心，皆入佛性戒中，當當常有因故，有當當常住法身。
X0276,《楞嚴摸象記》,X0276_001.txt,False,1,multiple_choice,教義概念,攝心為戒，OOOO，因定發慧。,金剛佛性,因地修行,因戒生定,別相懺悔,C,因戒生定,攝心為戒，因戒生定，因定發慧。
X0276,《楞嚴摸象記》,X0276_001.txt,False,2,multiple_choice,教義概念,性覺妙明，OOOO。,出佛身血,法華三昧,本覺明妙,須陀洹道,C,本覺明妙,性覺妙明，本覺明妙。
X0276,《楞嚴摸象記》,X0276_001.txt,False,3,cloze,教義概念,理則頓悟，乘悟併消。事非頓除，因OO盡。,,,,,次第,次第,理則頓悟，乘悟併消。事非頓除，因次第盡。
X0276,《楞嚴摸象記》,X0276_001.txt,False,4,cloze,教義概念,一迷為心，決定惑為心在此身OOOO。,,,,,方寸之中,方寸之中,一迷為心，決定惑為心在此身方寸之中。
X0276,《楞嚴摸象記》,X0276_001.txt,False,5,cloze,教義概念,見見之時，見非是見，OOOO，見不能及。,,,,,見猶離見,見猶離見,見見之時，見非是見，見猶離見，見不能及。
T0211,《法句譬喻經》,T0211-001-004.txt,False,1,multiple_choice,教義概念,夫為道者，以戒為本攝心為行，賤形貴真捐棄軀命，食以支形守意正定，內學OO滅意得道。,欲貪,惡口,止觀,共生,C,止觀,夫為道者，以戒為本攝心為行，賤形貴真捐棄軀命，食以支形守意正定，內學止觀滅意得道。
T0211,《法句譬喻經》,T0211-001-004.txt,False,2,multiple_choice,教義概念,信能渡淵，攝為船師，精進除苦，慧到OO。,菩薩,大喜,菩薩,彼岸,D,彼岸,信能渡淵，攝為船師，精進除苦，慧到彼岸。
T0211,《法句譬喻經》,T0211-001-004.txt,False,3,cloze,教義概念,所行非常，謂OOO，夫生輒死，此滅為樂。,,,,,興衰法,興衰法,所行非常，謂興衰法，夫生輒死，此滅為樂。
T0211,《法句譬喻經》,T0211-001-004.txt,False,4,cloze,教義概念,人有四事不可得離。何謂為四？一者在OO中，不得不受生。二者已生，不得不受老。三者已老，不得不受病。四者已病，不得不受死。,,,,,中陰,中陰,人有四事不可得離。何謂為四？一者在中陰中，不得不受生。二者已生，不得不受老。三者已老，不得不受病。四者已病，不得不受死。
T0211,《法句譬喻經》,T0211-001-004.txt,False,5,cloze,教義概念,學先斷母，率君二臣，廢諸營從，是OOO。,,,,,上道人,上道人,學先斷母，率君二臣，廢諸營從，是上道人。
X1497,《法界聖凡水陸勝會修齋儀軌》(水陸法會),X1497_001.txt,False,1,multiple_choice,教義概念,何謂法界。理常一故。諸佛眾生性平等故。何謂聖凡。十事異故。佛及三乘是名為聖。OOOO是名為凡。,無上菩提,心行處滅,六道羣生,色即是空,C,六道羣生,何謂法界。理常一故。諸佛眾生性平等故。何謂聖凡。十事異故。佛及三乘是名為聖。六道羣生是名為凡。
X1497,《法界聖凡水陸勝會修齋儀軌》(水陸法會),X1497_001.txt,False,2,multiple_choice,數字術語,我今持誦吉利忿怒真言。加持淨水。散洒此地。結地方界。當願此地之下。深OOO。如淨瑠璃。永無垢穢。,八正道,百由旬,十方佛,四天王,B,百由旬,我今持誦吉利忿怒真言。加持淨水。散洒此地。結地方界。當願此地之下。深百由旬。如淨瑠璃。永無垢穢。
X1497,《法界聖凡水陸勝會修齋儀軌》(水陸法會),X1497_001.txt,False,3,cloze,教義概念,謂OOO。各分十位。位復開十。總為二百。包括殆盡。是詳非略。,,,,,上下堂,上下堂,謂上下堂。各分十位。位復開十。總為二百。包括殆盡。是詳非略。
X1497,《法界聖凡水陸勝會修齋儀軌》(水陸法會),X1497_001.txt,False,4,cloze,教義概念,不住相者。忘情照理。如斯行施。功用莫比。無能施者。無受施人。無中間物。皆OOO。,,,,,畢竟空,畢竟空,不住相者。忘情照理。如斯行施。功用莫比。無能施者。無受施人。無中間物。皆畢竟空。
X1497,《法界聖凡水陸勝會修齋儀軌》(水陸法會),X1497_001.txt,False,5,cloze,教義概念,OO湛然周法界　　甚深無量絕言詮,,,,,法性,法性,法性湛然周法界　　甚深無量絕言詮
T1941,《法華三昧懺儀》,T1941_001.txt,False,1,multiple_choice,教義概念,至心懺悔。比丘(某甲)與OOOOOO。從無量世來。眼根因緣貪著諸色。以著色故貪愛諸塵。,一切法界眾生,般若波羅蜜多,不可思議解脫,不思善不思惡,A,一切法界眾生,至心懺悔。比丘(某甲)與一切法界眾生。從無量世來。眼根因緣貪著諸色。以著色故貪愛諸塵。
T1941,《法華三昧懺儀》,T1941_001.txt,False,2,multiple_choice,教義概念,行者當諦觀現在OOOO隨所緣境。如此之心為因心故心。為不因心故心。為亦因心亦不因心故心。為非因心非不因心故心。,能生萬法,一念妄心,柔順法忍,光明無量,B,一念妄心,行者當諦觀現在一念妄心隨所緣境。如此之心為因心故心。為不因心故心。為亦因心亦不因心故心。為非因心非不因心故心。
T1941,《法華三昧懺儀》,T1941_001.txt,False,3,cloze,教義概念,行者初入道場。當具足十法。一者嚴淨道場。二者淨身。三者三業供養。四者奉請三寶。五者讚歎三寶。六者禮佛。七者懺悔。八者行道旋遶。九者誦法華經。十者思惟OOOO。,,,,,一實境界,一實境界,行者初入道場。當具足十法。一者嚴淨道場。二者淨身。三者三業供養。四者奉請三寶。五者讚歎三寶。六者禮佛。七者懺悔。八者行道旋遶。九者誦法華經。十者思惟一實境界。
T1941,《法華三昧懺儀》,T1941_001.txt,False,4,cloze,教義概念,若觀心無心則罪福無主。知罪福性空。則一切諸法皆空。如是觀時能破一切OOOO。,,,,,生死顛倒,生死顛倒,若觀心無心則罪福無主。知罪福性空。則一切諸法皆空。如是觀時能破一切生死顛倒。
T1941,《法華三昧懺儀》,T1941_001.txt,False,5,cloze,教義概念,行者既奉請三寶已。即當OOOO。正身威儀一心倚立。而面向法座燒香散華。心念三寶微妙功德。口自宣偈讚歎并及呪願,,,,,五體投地,五體投地,行者既奉請三寶已。即當五體投地。正身威儀一心倚立。而面向法座燒香散華。心念三寶微妙功德。口自宣偈讚歎并及呪願
X1080,《瑜伽集要施食儀軌》(焰口),X1080_001.txt,False,1,multiple_choice,教義概念,OOOO皆從梵書字種起觀，出生一切廣大神變，普利有情。,無生法忍,光明無量,緣起性空,瑜伽法門,D,瑜伽法門,瑜伽法門皆從梵書字種起觀，出生一切廣大神變，普利有情。
X1080,《瑜伽集要施食儀軌》(焰口),X1080_001.txt,False,2,multiple_choice,專有名詞,若聞OOOO名號，能令汝等塵勞業火悉皆消滅。,寶勝如來,安樂行品,大自在天,文殊師利,A,寶勝如來,若聞寶勝如來名號，能令汝等塵勞業火悉皆消滅。
X1080,《瑜伽集要施食儀軌》(焰口),X1080_001.txt,False,3,cloze,專有名詞,澄心閉目觀心中，圓滿皎潔淨月上，字種放光成蓮花，花中有一OOO。,,,,,觀自在,觀自在,澄心閉目觀心中，圓滿皎潔淨月上，字種放光成蓮花，花中有一觀自在。
X1080,《瑜伽集要施食儀軌》(焰口),X1080_001.txt,False,4,cloze,教義概念,由此印呪加持威力，想於印中流出甘露，成於乳海流注法界，普濟汝等OOOO充足飽滿。,,,,,一切有情,一切有情,由此印呪加持威力，想於印中流出甘露，成於乳海流注法界，普濟汝等一切有情充足飽滿。
X1080,《瑜伽集要施食儀軌》(焰口),X1080_001.txt,False,5,cloze,教義概念,今為汝等受OOOO竟，從今已去，能令汝等入如來位，是真佛子，從法化生，得佛法分。,,,,,三昧耶戒,三昧耶戒,今為汝等受三昧耶戒竟，從今已去，能令汝等入如來位，是真佛子，從法化生，得佛法分。
X1244,《百丈清規證義記．蘭盆儀軌摘要》,X1244_008_000.txt,False,1,multiple_choice,教義概念,七月十五日。設OOO。預日於山門貼匾云。蘭盆勝會。,眾生根,滅盡定,清淨心,蘭盆供,D,蘭盆供,七月十五日。設蘭盆供。預日於山門貼匾云。蘭盆勝會。
X1244,《百丈清規證義記．蘭盆儀軌摘要》,X1244-001-009.txt,False,2,multiple_choice,教義概念,佛與眾生。均有是性。悟之而登妙覺。迷之而OOOO。,佛頂光聚,諸法空相,流浪生死,幽冥眾生,C,流浪生死,佛與眾生。均有是性。悟之而登妙覺。迷之而流浪生死。
X1244,《百丈清規證義記．蘭盆儀軌摘要》,X1244_008_000.txt,False,3,cloze,專有名詞,第二行中間。供OOO一座。以經彰名。表法殊勝。盆內旋疊甘美熟蔬菜。二十四色。不得菲淺。,,,,,盂蘭盆,盂蘭盆,第二行中間。供盂蘭盆一座。以經彰名。表法殊勝。盆內旋疊甘美熟蔬菜。二十四色。不得菲淺。
X1244,《百丈清規證義記．蘭盆儀軌摘要》,X1244-001-009.txt,False,4,cloze,專有名詞,OO者。主持佛法之名也。叢林立OO者。藉人持其法。使之永住而不滅也。,,,,,住持,住持,住持者。主持佛法之名也。叢林立住持者。藉人持其法。使之永住而不滅也。
X1244,《百丈清規證義記．蘭盆儀軌摘要》,X1244-001-009.txt,False,5,cloze,教義概念,叢林興衰。在乎住持。住持美惡。在乎舉請。荷担OO。在此一舉。敗壞OO。亦在此一舉。而受請者。之禍福昇沉亦因之。是故兩者。俱不可不慎。,,,,,常住,常住,叢林興衰。在乎住持。住持美惡。在乎舉請。荷担常住。在此一舉。敗壞常住。亦在此一舉。而受請者。之禍福昇沉亦因之。是故兩者。俱不可不慎。
T0475,《維摩詰所說經》,T0475-001-003.txt,False,1,multiple_choice,教義概念,從癡、有愛，則我病生。以OOOO病，是故我病；若OOOO病滅，則我病滅。,不可得空,宿世因緣,一切眾生,世第一法,C,一切眾生,從癡、有愛，則我病生。以一切眾生病，是故我病；若一切眾生病滅，則我病滅。
T0475,《維摩詰所說經》,T0475-001-003.txt,False,2,multiple_choice,教義概念,眾生之類是OOOO。所以者何？菩薩隨所化眾生而取佛土，隨所調伏眾生而取佛土。,安般守意,緣起性空,末法時代,菩薩佛土,D,菩薩佛土,眾生之類是菩薩佛土。所以者何？菩薩隨所化眾生而取佛土，隨所調伏眾生而取佛土。
T0475,《維摩詰所說經》,T0475-001-003.txt,False,3,cloze,專有名詞,若菩薩住是解脫者，以須彌之高廣內芥子中無所增減，OOOO本相如故。,,,,,須彌山王,須彌山王,若菩薩住是解脫者，以須彌之高廣內芥子中無所增減，須彌山王本相如故。
T0475,《維摩詰所說經》,T0475-001-003.txt,False,4,cloze,數字術語,夫求法者，不著佛求，不著法求，不著眾求；夫求法者，無見苦求，無斷集求，無造盡證、修道之求。,,,,,四聖諦,四聖諦,夫求法者，不著佛求，不著法求，不著眾求；夫求法者，無見苦求，無斷集求，無造盡證、修道之求。
T0475,《維摩詰所說經》,T0475-001-003.txt,False,5,cloze,教義概念,直心是OOOO——菩薩成佛時，不諂眾生來生其國；深心是OOOO——菩薩成佛時，具足功德眾生來生其國。,,,,,菩薩淨土,菩薩淨土,直心是菩薩淨土——菩薩成佛時，不諂眾生來生其國；深心是菩薩淨土——菩薩成佛時，具足功德眾生來生其國。
T0251,《般若波羅蜜多心經》,T0251_001.txt,False,1,multiple_choice,教義概念,是OOOO，不生不滅，不垢不淨，不增不減。,世第一法,阿鞞跋致,色即是空,諸法空相,D,諸法空相,是諸法空相，不生不滅，不垢不淨，不增不減。
T0251,《般若波羅蜜多心經》,T0251_001.txt,False,2,multiple_choice,教義概念,觀自在菩薩行深OOOOOO時，照見五蘊皆空，度一切苦厄。,無上正等正覺,般若波羅蜜多,不可思議解脫,不思善不思惡,B,般若波羅蜜多,觀自在菩薩行深般若波羅蜜多時，照見五蘊皆空，度一切苦厄。
T0251,《般若波羅蜜多心經》,T0251_001.txt,False,3,cloze,教義概念,色不異空，空不異色，色即是空，空即是色；OOOOOOO，亦復如是。,,,,,受、想、行、識,受、想、行、識,色不異空，空不異色，色即是空，空即是色；受、想、行、識，亦復如是。
T0251,《般若波羅蜜多心經》,T0251_001.txt,False,4,cloze,教義概念,以無所得故，菩提薩埵依OOOOOO故，心無罣礙；無罣礙故，無有恐怖，遠離顛倒夢想，究竟涅槃。,,,,,般若波羅蜜多,般若波羅蜜多,以無所得故，菩提薩埵依般若波羅蜜多故，心無罣礙；無罣礙故，無有恐怖，遠離顛倒夢想，究竟涅槃。
T0251,《般若波羅蜜多心經》,T0251_001.txt,False,5,cloze,教義概念,故知OOOOOO是大神咒、是大明咒、是無上咒、是無等等咒，能除一切苦，真實不虛，故說OOOOOO咒。,,,,,般若波羅蜜多,般若波羅蜜多,故知般若波羅蜜多是大神咒、是大明咒、是無上咒、是無等等咒，能除一切苦，真實不虛，故說般若波羅蜜多咒。
T0450,《藥師琉璃光如來本願功德經》,T0450_001.txt,False,1,multiple_choice,教義概念,願我來世得菩提時，若諸有情，眾病逼切，無救無歸，無醫無藥，無親無家，貧窮多苦，我之名號，一經其耳，病悉得除，身心安樂，家屬資具，悉皆豐足，乃至證得OOOO。,本自具足,心不顛倒,無生無滅,無上菩提,D,無上菩提,願我來世得菩提時，若諸有情，眾病逼切，無救無歸，無醫無藥，無親無家，貧窮多苦，我之名號，一經其耳，病悉得除，身心安樂，家屬資具，悉皆豐足，乃至證得無上菩提。
T0450,《藥師琉璃光如來本願功德經》,T0450_001.txt,False,2,multiple_choice,專有名詞,若得聞此OOOOOOO名號，便捨惡行，修諸善法，不墮惡趣，設有不能捨諸惡行，修行善法，墮惡趣者，以彼如來本願威力，令其現前暫聞名號，從彼命終還生人趣，得正見精進，善調意樂。,《增壹阿含經》,藥師琉璃光如來,《金剛般若經》,本師釋迦牟尼佛,B,藥師琉璃光如來,若得聞此藥師琉璃光如來名號，便捨惡行，修諸善法，不墮惡趣，設有不能捨諸惡行，修行善法，墮惡趣者，以彼如來本願威力，令其現前暫聞名號，從彼命終還生人趣，得正見精進，善調意樂。
T0450,《藥師琉璃光如來本願功德經》,T0450_001.txt,False,3,cloze,專有名詞,時，彼病人親屬、知識，若能為彼歸依世尊OOOOOOO，請諸眾僧，轉讀此經，然七層之燈，懸五色續命神幡，或有是處，彼識得還。,,,,,藥師琉璃光如來,藥師琉璃光如來,時，彼病人親屬、知識，若能為彼歸依世尊藥師琉璃光如來，請諸眾僧，轉讀此經，然七層之燈，懸五色續命神幡，或有是處，彼識得還。
